QueryID,QueryType,Database,Model,Recall,Precision,R-Precision
89,FullWords,Database3,Boolean,0.0,0.0,0.0
91,FullWords,Database3,Boolean,0.0,0.0,0.0
93,FullWords,Database3,Boolean,0.0,0.0,0.0
94,FullWords,Database3,Boolean,0.02702702702702703,1.0,1.0
95,FullWords,Database3,Boolean,0.0,0.0,0.0
97,FullWords,Database3,Boolean,0.0,0.0,0.0
98,FullWords,Database3,Boolean,0.0,0.0,0.0
99,FullWords,Database3,Boolean,0.0,0.0,0.0
100,FullWords,Database3,Boolean,0.0,0.0,0.0
54,myWords,Database0,Boolean,0.0196078431372549,0.3333333333333333,0.3333333333333333
56,myWords,Database0,Boolean,0.017964071856287425,1.0,1.0
57,myWords,Database0,Boolean,0.2777777777777778,0.5555555555555556,0.5555555555555556
58,myWords,Database0,Boolean,0.0,0.0,0.0
59,myWords,Database0,Boolean,0.0,0.0,0.0
60,myWords,Database0,Boolean,0.0,0.0,0.0
61,myWords,Database0,Boolean,0.0,0.0,0.0
62,myWords,Database0,Boolean,0.0,0.0,0.0
63,myWords,Database0,Boolean,0.0,0.0,0.0
64,myWords,Database0,Boolean,0.0,0.0,0.0
68,myWords,Database0,Boolean,0.0,0.0,0.0
71,myWords,Database0,Boolean,0.0,0.0,0.0
77,myWords,Database0,Boolean,0.016129032258064516,0.5,0.5
80,myWords,Database0,Boolean,0.0,0.0,0.0
85,myWords,Database0,Boolean,0.0,0.0,0.0
87,myWords,Database0,Boolean,0.0,0.0,0.0
89,myWords,Database0,Boolean,0.0,0.0,0.0
91,myWords,Database0,Boolean,0.0,0.0,0.0
93,myWords,Database0,Boolean,0.031914893617021274,0.6,0.6
94,myWords,Database0,Boolean,0.02702702702702703,0.3333333333333333,0.3333333333333333
95,myWords,Database0,Boolean,0.0,0.0,0.0
97,myWords,Database0,Boolean,0.1,0.06666666666666667,0.09090909090909091
98,myWords,Database0,Boolean,0.0,0.0,0.0
99,myWords,Database0,Boolean,0.0,0.0,0.0
100,myWords,Database0,Boolean,0.0,0.0,0.0
54,myWords,Database1,Boolean,0.0392156862745098,0.2222222222222222,0.2222222222222222
56,myWords,Database1,Boolean,0.24550898203592814,0.9111111111111111,0.9111111111111111
57,myWords,Database1,Boolean,0.2777777777777778,0.5555555555555556,0.5555555555555556
58,myWords,Database1,Boolean,0.014285714285714285,0.25,0.25
59,myWords,Database1,Boolean,0.0,0.0,0.0
60,myWords,Database1,Boolean,0.0,0.0,0.0
61,myWords,Database1,Boolean,0.0,0.0,0.0
62,myWords,Database1,Boolean,0.0,0.0,0.0
63,myWords,Database1,Boolean,0.0,0.0,0.0
64,myWords,Database1,Boolean,0.0,0.0,0.0
68,myWords,Database1,Boolean,0.0,0.0,0.0
71,myWords,Database1,Boolean,0.0,0.0,0.0
77,myWords,Database1,Boolean,0.03225806451612903,0.6666666666666666,0.6666666666666666
80,myWords,Database1,Boolean,0.0,0.0,0.0
85,myWords,Database1,Boolean,0.007633587786259542,0.1875,0.1875
87,myWords,Database1,Boolean,0.02127659574468085,0.015873015873015872,0.0
89,myWords,Database1,Boolean,0.038461538461538464,1.0,1.0
91,myWords,Database1,Boolean,0.0,0.0,0.0
93,myWords,Database1,Boolean,0.35106382978723405,0.3473684210526316,0.3473684210526316
94,myWords,Database1,Boolean,0.05405405405405406,0.10526315789473684,0.10526315789473684
95,myWords,Database1,Boolean,0.0,0.0,0.0
97,myWords,Database1,Boolean,0.9,0.1323529411764706,0.18181818181818182
98,myWords,Database1,Boolean,0.0,0.0,0.0
99,myWords,Database1,Boolean,0.0,0.0,0.0
100,myWords,Database1,Boolean,0.0,0.0,0.0
54,myWords,Database2,Boolean,0.0196078431372549,0.3333333333333333,0.3333333333333333
56,myWords,Database2,Boolean,0.017964071856287425,1.0,1.0
57,myWords,Database2,Boolean,0.2777777777777778,0.5555555555555556,0.5555555555555556
58,myWords,Database2,Boolean,0.0,0.0,0.0
59,myWords,Database2,Boolean,0.0,0.0,0.0
60,myWords,Database2,Boolean,0.0,0.0,0.0
61,myWords,Database2,Boolean,0.0,0.0,0.0
62,myWords,Database2,Boolean,0.0,0.0,0.0
63,myWords,Database2,Boolean,0.0,0.0,0.0
64,myWords,Database2,Boolean,0.0,0.0,0.0
68,myWords,Database2,Boolean,0.0,0.0,0.0
71,myWords,Database2,Boolean,0.0,0.0,0.0
77,myWords,Database2,Boolean,0.016129032258064516,0.5,0.5
80,myWords,Database2,Boolean,0.0,0.0,0.0
85,myWords,Database2,Boolean,0.0,0.0,0.0
87,myWords,Database2,Boolean,0.0,0.0,0.0
89,myWords,Database2,Boolean,0.0,0.0,0.0
91,myWords,Database2,Boolean,0.0,0.0,0.0
93,myWords,Database2,Boolean,0.031914893617021274,0.6,0.6
94,myWords,Database2,Boolean,0.02702702702702703,0.3333333333333333,0.3333333333333333
95,myWords,Database2,Boolean,0.0,0.0,0.0
97,myWords,Database2,Boolean,0.1,0.043478260869565216,0.09090909090909091
98,myWords,Database2,Boolean,0.0,0.0,0.0
99,myWords,Database2,Boolean,0.0,0.0,0.0
100,myWords,Database2,Boolean,0.0,0.0,0.0
54,myWords,Database3,Boolean,0.0392156862745098,0.2222222222222222,0.2222222222222222
56,myWords,Database3,Boolean,0.24550898203592814,0.9111111111111111,0.9111111111111111
57,myWords,Database3,Boolean,0.2777777777777778,0.5555555555555556,0.5555555555555556
58,myWords,Database3,Boolean,0.014285714285714285,0.25,0.25
59,myWords,Database3,Boolean,0.0,0.0,0.0
60,myWords,Database3,Boolean,0.0,0.0,0.0
61,myWords,Database3,Boolean,0.0,0.0,0.0
62,myWords,Database3,Boolean,0.0,0.0,0.0
63,myWords,Database3,Boolean,0.0,0.0,0.0
64,myWords,Database3,Boolean,0.0,0.0,0.0
68,myWords,Database3,Boolean,0.0,0.0,0.0
71,myWords,Database3,Boolean,0.0,0.0,0.0
77,myWords,Database3,Boolean,0.03225806451612903,0.6666666666666666,0.6666666666666666
80,myWords,Database3,Boolean,0.0,0.0,0.0
85,myWords,Database3,Boolean,0.007633587786259542,0.1875,0.1875
87,myWords,Database3,Boolean,0.0425531914893617,0.008130081300813009,0.0
89,myWords,Database3,Boolean,0.038461538461538464,1.0,1.0
91,myWords,Database3,Boolean,0.0,0.0,0.0
93,myWords,Database3,Boolean,0.35106382978723405,0.3473684210526316,0.3473684210526316
94,myWords,Database3,Boolean,0.05405405405405406,0.10526315789473684,0.10526315789473684
95,myWords,Database3,Boolean,0.0,0.0,0.0
97,myWords,Database3,Boolean,1.0,0.1282051282051282,0.2727272727272727
98,myWords,Database3,Boolean,0.0,0.0,0.0
99,myWords,Database3,Boolean,0.0,0.0,0.0
100,myWords,Database3,Boolean,0.0,0.0,0.0
54,FullWords,Database0,TF,0.29411764705882354,0.15,0.17307692307692307
56,FullWords,Database0,TF,0.16167664670658682,0.27,0.27
57,FullWords,Database0,TF,0.2222222222222222,0.04,0.10526315789473684
58,FullWords,Database0,TF,0.18571428571428572,0.13,0.11267605633802817
59,FullWords,Database0,TF,0.006872852233676976,0.02,0.02
60,FullWords,Database0,TF,0.0,0.0,0.0
61,FullWords,Database0,TF,0.0,0.0,0.0
62,FullWords,Database0,TF,0.0782608695652174,0.09,0.09
63,FullWords,Database0,TF,0.0,0.0,0.0
64,FullWords,Database0,TF,0.008130081300813009,0.01,0.01
68,FullWords,Database0,TF,0.46153846153846156,0.06,0.0
71,FullWords,Database0,TF,0.045454545454545456,0.06,0.06
77,FullWords,Database0,TF,0.08064516129032258,0.05,0.031746031746031744
80,FullWords,Database0,TF,0.2,0.01,0.0
85,FullWords,Database0,TF,0.015267175572519083,0.06,0.06
87,FullWords,Database0,TF,0.0,0.0,0.0
89,FullWords,Database0,TF,0.0,0.0,0.0
91,FullWords,Database0,TF,0.0,0.0,0.0
93,FullWords,Database0,TF,0.18085106382978725,0.17,0.17894736842105263
94,FullWords,Database0,TF,0.16216216216216217,0.06,0.05263157894736842
95,FullWords,Database0,TF,0.05,0.01,0.0
97,FullWords,Database0,TF,0.3,0.03,0.0
98,FullWords,Database0,TF,0.2222222222222222,0.02,0.0
99,FullWords,Database0,TF,0.058823529411764705,0.05,0.05813953488372093
100,FullWords,Database0,TF,0.03225806451612903,0.01,0.0
54,FullWords,Database1,TF,0.23529411764705882,0.12,0.1346153846153846
56,FullWords,Database1,TF,0.2215568862275449,0.37,0.37
57,FullWords,Database1,TF,0.2222222222222222,0.04,0.05263157894736842
58,FullWords,Database1,TF,0.17142857142857143,0.12,0.09859154929577464
59,FullWords,Database1,TF,0.010309278350515464,0.03,0.03
60,FullWords,Database1,TF,0.14285714285714285,0.01,0.0
61,FullWords,Database1,TF,0.041666666666666664,0.01,0.04
62,FullWords,Database1,TF,0.14782608695652175,0.17,0.17
63,FullWords,Database1,TF,0.0,0.0,0.0
64,FullWords,Database1,TF,0.0,0.0,0.0
68,FullWords,Database1,TF,0.15384615384615385,0.02,0.0
71,FullWords,Database1,TF,0.10606060606060606,0.14,0.14
77,FullWords,Database1,TF,0.03225806451612903,0.02,0.015873015873015872
80,FullWords,Database1,TF,0.0,0.0,0.0
85,FullWords,Database1,TF,0.03307888040712468,0.13,0.13
87,FullWords,Database1,TF,0.0,0.0,0.0
89,FullWords,Database1,TF,0.038461538461538464,0.01,0.0
91,FullWords,Database1,TF,0.0,0.0,0.0
93,FullWords,Database1,TF,0.20212765957446807,0.19,0.2
94,FullWords,Database1,TF,0.10810810810810811,0.04,0.05263157894736842
95,FullWords,Database1,TF,0.05,0.01,0.0
97,FullWords,Database1,TF,0.7,0.07,0.09090909090909091
98,FullWords,Database1,TF,0.3333333333333333,0.03,0.0
99,FullWords,Database1,TF,0.011764705882352941,0.01,0.011627906976744186
100,FullWords,Database1,TF,0.1935483870967742,0.06,0.09375
54,FullWords,Database2,TF,0.45098039215686275,0.23,0.25
56,FullWords,Database2,TF,0.3473053892215569,0.58,0.58
57,FullWords,Database2,TF,0.5,0.09,0.21052631578947367
58,FullWords,Database2,TF,0.6,0.42,0.4507042253521127
59,FullWords,Database2,TF,0.024054982817869417,0.07,0.07
60,FullWords,Database2,TF,0.2857142857142857,0.02,0.0
61,FullWords,Database2,TF,0.08333333333333333,0.02,0.04
62,FullWords,Database2,TF,0.24347826086956523,0.28,0.28
63,FullWords,Database2,TF,0.0,0.0,0.0
64,FullWords,Database2,TF,0.0,0.0,0.0
68,FullWords,Database2,TF,0.3076923076923077,0.04,0.0
71,FullWords,Database2,TF,0.03787878787878788,0.05,0.05
77,FullWords,Database2,TF,0.20967741935483872,0.13,0.09523809523809523
80,FullWords,Database2,TF,0.4,0.02,0.0
85,FullWords,Database2,TF,0.01272264631043257,0.05,0.05
87,FullWords,Database2,TF,0.02127659574468085,0.01,0.020833333333333332
89,FullWords,Database2,TF,0.11538461538461539,0.03,0.037037037037037035
91,FullWords,Database2,TF,0.0,0.0,0.0
93,FullWords,Database2,TF,0.39361702127659576,0.37,0.3684210526315789
94,FullWords,Database2,TF,0.24324324324324326,0.09,0.10526315789473684
95,FullWords,Database2,TF,0.15,0.03,0.0
97,FullWords,Database2,TF,0.5,0.05,0.09090909090909091
98,FullWords,Database2,TF,0.2222222222222222,0.02,0.0
99,FullWords,Database2,TF,0.058823529411764705,0.05,0.05813953488372093
100,FullWords,Database2,TF,0.0967741935483871,0.03,0.03125
54,FullWords,Database3,TF,0.3137254901960784,0.16,0.17307692307692307
56,FullWords,Database3,TF,0.3473053892215569,0.58,0.58
57,FullWords,Database3,TF,0.3888888888888889,0.07,0.15789473684210525
58,FullWords,Database3,TF,0.4714285714285714,0.33,0.30985915492957744
59,FullWords,Database3,TF,0.03436426116838488,0.1,0.1
60,FullWords,Database3,TF,0.2857142857142857,0.02,0.0
61,FullWords,Database3,TF,0.125,0.03,0.08
62,FullWords,Database3,TF,0.2956521739130435,0.34,0.34
63,FullWords,Database3,TF,0.0,0.0,0.0
64,FullWords,Database3,TF,0.0,0.0,0.0
68,FullWords,Database3,TF,0.15384615384615385,0.02,0.0
71,FullWords,Database3,TF,0.10606060606060606,0.14,0.14
77,FullWords,Database3,TF,0.16129032258064516,0.1,0.07936507936507936
80,FullWords,Database3,TF,0.0,0.0,0.0
85,FullWords,Database3,TF,0.058524173027989825,0.23,0.23
87,FullWords,Database3,TF,0.0,0.0,0.0
89,FullWords,Database3,TF,0.2692307692307692,0.07,0.07407407407407407
91,FullWords,Database3,TF,0.0,0.0,0.0
93,FullWords,Database3,TF,0.35106382978723405,0.33,0.3368421052631579
94,FullWords,Database3,TF,0.16216216216216217,0.06,0.05263157894736842
95,FullWords,Database3,TF,0.15,0.03,0.0
97,FullWords,Database3,TF,0.8,0.08,0.09090909090909091
98,FullWords,Database3,TF,0.5555555555555556,0.05,0.0
99,FullWords,Database3,TF,0.058823529411764705,0.05,0.046511627906976744
100,FullWords,Database3,TF,0.2903225806451613,0.09,0.0625
54,myWords,Database0,TF,0.23529411764705882,0.12,0.17307692307692307
56,myWords,Database0,TF,0.5149700598802395,0.86,0.86
57,myWords,Database0,TF,0.5,0.09,0.21052631578947367
58,myWords,Database0,TF,0.6857142857142857,0.48,0.49295774647887325
59,myWords,Database0,TF,0.030927835051546393,0.09,0.09
60,myWords,Database0,TF,0.14285714285714285,0.01,0.0
61,myWords,Database0,TF,0.041666666666666664,0.01,0.04
62,myWords,Database0,TF,0.3217391304347826,0.37,0.37
63,myWords,Database0,TF,0.0,0.0,0.0
64,myWords,Database0,TF,0.0,0.0,0.0
68,myWords,Database0,TF,0.38461538461538464,0.05,0.0
71,myWords,Database0,TF,0.10606060606060606,0.14,0.14
77,myWords,Database0,TF,0.4032258064516129,0.25,0.20634920634920634
80,myWords,Database0,TF,0.4,0.02,0.0
85,myWords,Database0,TF,0.030534351145038167,0.12,0.12
87,myWords,Database0,TF,0.0,0.0,0.0
89,myWords,Database0,TF,0.3076923076923077,0.08,0.07407407407407407
91,myWords,Database0,TF,0.0,0.0,0.0
93,myWords,Database0,TF,0.30851063829787234,0.29,0.28421052631578947
94,myWords,Database0,TF,0.2972972972972973,0.11,0.13157894736842105
95,myWords,Database0,TF,0.15,0.03,0.0
97,myWords,Database0,TF,0.3,0.03,0.09090909090909091
98,myWords,Database0,TF,0.3333333333333333,0.03,0.0
99,myWords,Database0,TF,0.023529411764705882,0.02,0.011627906976744186
100,myWords,Database0,TF,0.0967741935483871,0.03,0.03125
54,myWords,Database1,TF,0.27450980392156865,0.14,0.15384615384615385
56,myWords,Database1,TF,0.5209580838323353,0.87,0.87
57,myWords,Database1,TF,0.5,0.09,0.21052631578947367
58,myWords,Database1,TF,0.5714285714285714,0.4,0.352112676056338
59,myWords,Database1,TF,0.058419243986254296,0.17,0.17
60,myWords,Database1,TF,0.2857142857142857,0.02,0.0
61,myWords,Database1,TF,0.041666666666666664,0.01,0.04
62,myWords,Database1,TF,0.33043478260869563,0.38,0.38
63,myWords,Database1,TF,0.0,0.0,0.0
64,myWords,Database1,TF,0.0,0.0,0.0
68,myWords,Database1,TF,0.3076923076923077,0.04,0.0
71,myWords,Database1,TF,0.15151515151515152,0.2,0.2
77,myWords,Database1,TF,0.41935483870967744,0.26,0.20634920634920634
80,myWords,Database1,TF,0.4,0.02,0.0
85,myWords,Database1,TF,0.13740458015267176,0.54,0.54
87,myWords,Database1,TF,0.0,0.0,0.0
89,myWords,Database1,TF,0.23076923076923078,0.06,0.037037037037037035
91,myWords,Database1,TF,0.0,0.0,0.0
93,myWords,Database1,TF,0.2765957446808511,0.26,0.2631578947368421
94,myWords,Database1,TF,0.35135135135135137,0.13,0.15789473684210525
95,myWords,Database1,TF,0.15,0.03,0.0
97,myWords,Database1,TF,1.0,0.1,0.18181818181818182
98,myWords,Database1,TF,1.0,0.09,0.0
99,myWords,Database1,TF,0.011764705882352941,0.01,0.011627906976744186
100,myWords,Database1,TF,0.12903225806451613,0.04,0.0
54,myWords,Database2,TF,0.2549019607843137,0.13,0.17307692307692307
56,myWords,Database2,TF,0.5089820359281437,0.85,0.85
57,myWords,Database2,TF,0.5,0.09,0.21052631578947367
58,myWords,Database2,TF,0.6714285714285714,0.47,0.5070422535211268
59,myWords,Database2,TF,0.027491408934707903,0.08,0.08
60,myWords,Database2,TF,0.14285714285714285,0.01,0.0
61,myWords,Database2,TF,0.041666666666666664,0.01,0.04
62,myWords,Database2,TF,0.30434782608695654,0.35,0.35
63,myWords,Database2,TF,0.0,0.0,0.0
64,myWords,Database2,TF,0.0,0.0,0.0
68,myWords,Database2,TF,0.38461538461538464,0.05,0.0
71,myWords,Database2,TF,0.10606060606060606,0.14,0.14
77,myWords,Database2,TF,0.4032258064516129,0.25,0.20634920634920634
80,myWords,Database2,TF,0.4,0.02,0.0
85,myWords,Database2,TF,0.030534351145038167,0.12,0.12
87,myWords,Database2,TF,0.0,0.0,0.0
89,myWords,Database2,TF,0.34615384615384615,0.09,0.1111111111111111
91,myWords,Database2,TF,0.0,0.0,0.0
93,myWords,Database2,TF,0.2765957446808511,0.26,0.25263157894736843
94,myWords,Database2,TF,0.35135135135135137,0.13,0.15789473684210525
95,myWords,Database2,TF,0.15,0.03,0.0
97,myWords,Database2,TF,0.7,0.07,0.18181818181818182
98,myWords,Database2,TF,0.3333333333333333,0.03,0.0
99,myWords,Database2,TF,0.023529411764705882,0.02,0.011627906976744186
100,myWords,Database2,TF,0.0967741935483871,0.03,0.03125
54,myWords,Database3,TF,0.27450980392156865,0.14,0.15384615384615385
56,myWords,Database3,TF,0.5029940119760479,0.84,0.84
57,myWords,Database3,TF,0.5,0.09,0.21052631578947367
58,myWords,Database3,TF,0.5857142857142857,0.41,0.39436619718309857
59,myWords,Database3,TF,0.05154639175257732,0.15,0.15
60,myWords,Database3,TF,0.2857142857142857,0.02,0.0
61,myWords,Database3,TF,0.041666666666666664,0.01,0.04
62,myWords,Database3,TF,0.3217391304347826,0.37,0.37
63,myWords,Database3,TF,0.0,0.0,0.0
64,myWords,Database3,TF,0.0,0.0,0.0
68,myWords,Database3,TF,0.3076923076923077,0.04,0.0
71,myWords,Database3,TF,0.13636363636363635,0.18,0.18
77,myWords,Database3,TF,0.41935483870967744,0.26,0.20634920634920634
80,myWords,Database3,TF,0.4,0.02,0.0
85,myWords,Database3,TF,0.13231552162849872,0.52,0.52
87,myWords,Database3,TF,0.0,0.0,0.0
89,myWords,Database3,TF,0.23076923076923078,0.06,0.037037037037037035
91,myWords,Database3,TF,0.0,0.0,0.0
93,myWords,Database3,TF,0.3191489361702128,0.3,0.30526315789473685
94,myWords,Database3,TF,0.3783783783783784,0.14,0.15789473684210525
95,myWords,Database3,TF,0.15,0.03,0.0
97,myWords,Database3,TF,1.0,0.1,0.18181818181818182
98,myWords,Database3,TF,1.0,0.09,0.0
99,myWords,Database3,TF,0.011764705882352941,0.01,0.011627906976744186
100,myWords,Database3,TF,0.12903225806451613,0.04,0.0
54,FullWords,Database0,TF-IDF,0.6862745098039216,0.35,0.40384615384615385
56,FullWords,Database0,TF-IDF,0.41916167664670656,0.7,0.7
57,FullWords,Database0,TF-IDF,1.0,0.18,0.21052631578947367
58,FullWords,Database0,TF-IDF,0.7285714285714285,0.51,0.5070422535211268
59,FullWords,Database0,TF-IDF,0.03436426116838488,0.1,0.1
60,FullWords,Database0,TF-IDF,0.2857142857142857,0.02,0.0
61,FullWords,Database0,TF-IDF,0.20833333333333334,0.05,0.12
62,FullWords,Database0,TF-IDF,0.34782608695652173,0.4,0.4
63,FullWords,Database0,TF-IDF,1.0,0.01,0.0
64,FullWords,Database0,TF-IDF,0.0,0.0,0.0
68,FullWords,Database0,TF-IDF,0.23076923076923078,0.03,0.0
71,FullWords,Database0,TF-IDF,0.13636363636363635,0.18,0.18
77,FullWords,Database0,TF-IDF,0.6774193548387096,0.42,0.4126984126984127
80,FullWords,Database0,TF-IDF,0.0,0.0,0.0
85,FullWords,Database0,TF-IDF,0.04834605597964377,0.19,0.19
87,FullWords,Database0,TF-IDF,0.02127659574468085,0.01,0.020833333333333332
89,FullWords,Database0,TF-IDF,0.6538461538461539,0.17,0.18518518518518517
91,FullWords,Database0,TF-IDF,0.0,0.0,0.0
93,FullWords,Database0,TF-IDF,0.5531914893617021,0.52,0.5368421052631579
94,FullWords,Database0,TF-IDF,0.02702702702702703,0.01,0.02631578947368421
95,FullWords,Database0,TF-IDF,0.1,0.02,0.0
97,FullWords,Database0,TF-IDF,1.0,0.1,0.18181818181818182
98,FullWords,Database0,TF-IDF,1.0,0.09,0.0
99,FullWords,Database0,TF-IDF,0.11764705882352941,0.1,0.10465116279069768
100,FullWords,Database0,TF-IDF,0.2903225806451613,0.09,0.03125
54,FullWords,Database1,TF-IDF,0.7450980392156863,0.38,0.4423076923076923
56,FullWords,Database1,TF-IDF,0.41916167664670656,0.7,0.7
57,FullWords,Database1,TF-IDF,1.0,0.18,0.21052631578947367
58,FullWords,Database1,TF-IDF,0.7142857142857143,0.5,0.5211267605633803
59,FullWords,Database1,TF-IDF,0.03436426116838488,0.1,0.1
60,FullWords,Database1,TF-IDF,0.2857142857142857,0.02,0.0
61,FullWords,Database1,TF-IDF,0.16666666666666666,0.04,0.12
62,FullWords,Database1,TF-IDF,0.3565217391304348,0.41,0.41
63,FullWords,Database1,TF-IDF,1.0,0.01,0.0
64,FullWords,Database1,TF-IDF,0.0,0.0,0.0
68,FullWords,Database1,TF-IDF,0.23076923076923078,0.03,0.0
71,FullWords,Database1,TF-IDF,0.20454545454545456,0.27,0.27
77,FullWords,Database1,TF-IDF,0.6612903225806451,0.41,0.36507936507936506
80,FullWords,Database1,TF-IDF,0.0,0.0,0.0
85,FullWords,Database1,TF-IDF,0.07124681933842239,0.28,0.28
87,FullWords,Database1,TF-IDF,0.0,0.0,0.0
89,FullWords,Database1,TF-IDF,0.6923076923076923,0.18,0.18518518518518517
91,FullWords,Database1,TF-IDF,0.0,0.0,0.0
93,FullWords,Database1,TF-IDF,0.574468085106383,0.54,0.5578947368421052
94,FullWords,Database1,TF-IDF,0.16216216216216217,0.06,0.05263157894736842
95,FullWords,Database1,TF-IDF,0.15,0.03,0.0
97,FullWords,Database1,TF-IDF,1.0,0.1,0.18181818181818182
98,FullWords,Database1,TF-IDF,1.0,0.09,0.0
99,FullWords,Database1,TF-IDF,0.11764705882352941,0.1,0.10465116279069768
100,FullWords,Database1,TF-IDF,0.2903225806451613,0.09,0.03125
54,FullWords,Database2,TF-IDF,0.5098039215686274,0.26,0.3076923076923077
56,FullWords,Database2,TF-IDF,0.32934131736526945,0.55,0.55
57,FullWords,Database2,TF-IDF,1.0,0.18,0.3157894736842105
58,FullWords,Database2,TF-IDF,0.6714285714285714,0.47,0.49295774647887325
